video,frame,ground_truth,predicted_emotion,confidence,modality,channel,emotion_code,intensity_code,statement_code,repetition_code,actor,prob_angry,prob_disgust,prob_fearful,prob_happy,prob_sad,prob_surprised,prob_neutral
01-01-01-01-01-01-21.mp4,11,neutral,neutral,74.69804382324219,audio-video,speech,1,1,1,1,21,0.5606757,0.00022272806,0.0039366814,1.339454e-06,24.737127,2.1776824e-08,74.698044
01-01-01-01-01-01-21.mp4,12,neutral,neutral,74.69804382324219,audio-video,speech,1,1,1,1,21,0.5606757,0.00022272806,0.0039366814,1.339454e-06,24.737127,2.1776824e-08,74.698044
01-01-01-01-01-01-21.mp4,13,neutral,neutral,74.69804382324219,audio-video,speech,1,1,1,1,21,0.5606757,0.00022272806,0.0039366814,1.339454e-06,24.737127,2.1776824e-08,74.698044
01-01-01-01-01-01-21.mp4,14,neutral,neutral,74.69804382324219,audio-video,speech,1,1,1,1,21,0.5606757,0.00022272806,0.0039366814,1.339454e-06,24.737127,2.1776824e-08,74.698044
01-01-01-01-01-01-21.mp4,15,neutral,neutral,85.95807647705078,audio-video,speech,1,1,1,1,21,0.73522574,2.8716493e-05,0.0048218565,1.5603733e-05,13.301834,8.288036e-08,85.95808
01-01-01-01-01-01-21.mp4,16,neutral,neutral,85.95807647705078,audio-video,speech,1,1,1,1,21,0.73522574,2.8716493e-05,0.0048218565,1.5603733e-05,13.301834,8.288036e-08,85.95808
01-01-01-01-01-01-21.mp4,17,neutral,neutral,85.95807647705078,audio-video,speech,1,1,1,1,21,0.73522574,2.8716493e-05,0.0048218565,1.5603733e-05,13.301834,8.288036e-08,85.95808
01-01-01-01-01-01-21.mp4,18,neutral,neutral,85.95807647705078,audio-video,speech,1,1,1,1,21,0.73522574,2.8716493e-05,0.0048218565,1.5603733e-05,13.301834,8.288036e-08,85.95808
01-01-01-01-01-01-21.mp4,19,neutral,neutral,85.95807647705078,audio-video,speech,1,1,1,1,21,0.73522574,2.8716493e-05,0.0048218565,1.5603733e-05,13.301834,8.288036e-08,85.95808
01-01-01-01-01-01-21.mp4,20,neutral,happy,99.99935150146484,audio-video,speech,1,1,1,1,21,7.020534e-08,1.8720216e-21,4.8325854e-09,99.99935,0.00014276322,1.3384463e-12,0.0005070846
01-01-01-01-01-01-21.mp4,21,neutral,happy,99.99935150146484,audio-video,speech,1,1,1,1,21,7.020534e-08,1.8720216e-21,4.8325854e-09,99.99935,0.00014276322,1.3384463e-12,0.0005070846
01-01-01-01-01-01-21.mp4,22,neutral,happy,99.99935150146484,audio-video,speech,1,1,1,1,21,7.020534e-08,1.8720216e-21,4.8325854e-09,99.99935,0.00014276322,1.3384463e-12,0.0005070846
01-01-01-01-01-01-21.mp4,23,neutral,happy,99.99935150146484,audio-video,speech,1,1,1,1,21,7.020534e-08,1.8720216e-21,4.8325854e-09,99.99935,0.00014276322,1.3384463e-12,0.0005070846
01-01-01-01-01-01-21.mp4,24,neutral,happy,99.99935150146484,audio-video,speech,1,1,1,1,21,7.020534e-08,1.8720216e-21,4.8325854e-09,99.99935,0.00014276322,1.3384463e-12,0.0005070846
01-01-01-01-01-01-21.mp4,25,neutral,happy,89.0838851928711,audio-video,speech,1,1,1,1,21,1.6199927e-05,5.9855054e-16,0.0056878454,89.083885,2.7666104,1.2743193e-09,8.143803
01-01-01-01-01-01-21.mp4,26,neutral,happy,89.0838851928711,audio-video,speech,1,1,1,1,21,1.6199927e-05,5.9855054e-16,0.0056878454,89.083885,2.7666104,1.2743193e-09,8.143803
01-01-01-01-01-01-21.mp4,27,neutral,happy,89.0838851928711,audio-video,speech,1,1,1,1,21,1.6199927e-05,5.9855054e-16,0.0056878454,89.083885,2.7666104,1.2743193e-09,8.143803
01-01-01-01-01-01-21.mp4,28,neutral,happy,89.0838851928711,audio-video,speech,1,1,1,1,21,1.6199927e-05,5.9855054e-16,0.0056878454,89.083885,2.7666104,1.2743193e-09,8.143803
01-01-01-01-01-01-21.mp4,29,neutral,happy,89.0838851928711,audio-video,speech,1,1,1,1,21,1.6199927e-05,5.9855054e-16,0.0056878454,89.083885,2.7666104,1.2743193e-09,8.143803
01-01-01-01-01-01-21.mp4,30,neutral,happy,97.3386001586914,audio-video,speech,1,1,1,1,21,1.0983629e-07,2.8296093e-18,6.2211206e-05,97.3386,0.014551538,3.0287873e-11,2.6467915
01-01-01-01-01-01-21.mp4,31,neutral,happy,97.3386001586914,audio-video,speech,1,1,1,1,21,1.0983629e-07,2.8296093e-18,6.2211206e-05,97.3386,0.014551538,3.0287873e-11,2.6467915
01-01-01-01-01-01-21.mp4,32,neutral,happy,97.3386001586914,audio-video,speech,1,1,1,1,21,1.0983629e-07,2.8296093e-18,6.2211206e-05,97.3386,0.014551538,3.0287873e-11,2.6467915
01-01-01-01-01-01-21.mp4,33,neutral,happy,97.3386001586914,audio-video,speech,1,1,1,1,21,1.0983629e-07,2.8296093e-18,6.2211206e-05,97.3386,0.014551538,3.0287873e-11,2.6467915
01-01-01-01-01-01-21.mp4,34,neutral,happy,97.3386001586914,audio-video,speech,1,1,1,1,21,1.0983629e-07,2.8296093e-18,6.2211206e-05,97.3386,0.014551538,3.0287873e-11,2.6467915
01-01-01-01-01-01-21.mp4,35,neutral,happy,99.85596466064453,audio-video,speech,1,1,1,1,21,1.4721857e-09,1.2906235e-17,4.7806543e-06,99.855965,0.0011157583,4.5698632e-11,0.14291945
01-01-01-01-01-01-21.mp4,36,neutral,happy,99.85596466064453,audio-video,speech,1,1,1,1,21,1.4721857e-09,1.2906235e-17,4.7806543e-06,99.855965,0.0011157583,4.5698632e-11,0.14291945
01-01-01-01-01-01-21.mp4,37,neutral,happy,99.85596466064453,audio-video,speech,1,1,1,1,21,1.4721857e-09,1.2906235e-17,4.7806543e-06,99.855965,0.0011157583,4.5698632e-11,0.14291945
01-01-01-01-01-01-21.mp4,38,neutral,happy,99.85596466064453,audio-video,speech,1,1,1,1,21,1.4721857e-09,1.2906235e-17,4.7806543e-06,99.855965,0.0011157583,4.5698632e-11,0.14291945
01-01-01-01-01-01-21.mp4,39,neutral,happy,99.85596466064453,audio-video,speech,1,1,1,1,21,1.4721857e-09,1.2906235e-17,4.7806543e-06,99.855965,0.0011157583,4.5698632e-11,0.14291945
01-01-01-01-01-01-21.mp4,40,neutral,happy,99.28252410888672,audio-video,speech,1,1,1,1,21,6.453138e-09,2.763195e-17,1.0027292e-05,99.282524,0.00015227347,3.584805e-10,0.7173032
01-01-01-01-01-01-21.mp4,41,neutral,happy,99.28252410888672,audio-video,speech,1,1,1,1,21,6.453138e-09,2.763195e-17,1.0027292e-05,99.282524,0.00015227347,3.584805e-10,0.7173032
01-01-01-01-01-01-21.mp4,42,neutral,happy,99.28252410888672,audio-video,speech,1,1,1,1,21,6.453138e-09,2.763195e-17,1.0027292e-05,99.282524,0.00015227347,3.584805e-10,0.7173032
01-01-01-01-01-01-21.mp4,43,neutral,happy,99.28252410888672,audio-video,speech,1,1,1,1,21,6.453138e-09,2.763195e-17,1.0027292e-05,99.282524,0.00015227347,3.584805e-10,0.7173032
01-01-01-01-01-01-21.mp4,44,neutral,happy,99.28252410888672,audio-video,speech,1,1,1,1,21,6.453138e-09,2.763195e-17,1.0027292e-05,99.282524,0.00015227347,3.584805e-10,0.7173032
01-01-01-01-01-01-21.mp4,45,neutral,sad,49.33057403564453,audio-video,speech,1,1,1,1,21,0.39985532,1.8568639e-05,1.6167747,48.305634,49.330574,1.0140414e-05,0.34712693
01-01-01-01-01-01-21.mp4,46,neutral,sad,49.33057403564453,audio-video,speech,1,1,1,1,21,0.39985532,1.8568639e-05,1.6167747,48.305634,49.330574,1.0140414e-05,0.34712693
01-01-01-01-01-01-21.mp4,47,neutral,sad,49.33057403564453,audio-video,speech,1,1,1,1,21,0.39985532,1.8568639e-05,1.6167747,48.305634,49.330574,1.0140414e-05,0.34712693
01-01-01-01-01-01-21.mp4,48,neutral,sad,49.33057403564453,audio-video,speech,1,1,1,1,21,0.39985532,1.8568639e-05,1.6167747,48.305634,49.330574,1.0140414e-05,0.34712693
01-01-01-01-01-01-21.mp4,49,neutral,sad,49.33057403564453,audio-video,speech,1,1,1,1,21,0.39985532,1.8568639e-05,1.6167747,48.305634,49.330574,1.0140414e-05,0.34712693
01-01-01-01-01-01-21.mp4,50,neutral,neutral,65.33063507080078,audio-video,speech,1,1,1,1,21,1.9359629e-08,1.7540725e-18,8.005125e-05,34.62083,0.048448313,1.8950429e-10,65.330635
01-01-01-01-01-01-21.mp4,51,neutral,neutral,65.33063507080078,audio-video,speech,1,1,1,1,21,1.9359629e-08,1.7540725e-18,8.005125e-05,34.62083,0.048448313,1.8950429e-10,65.330635
01-01-01-01-01-01-21.mp4,52,neutral,neutral,65.33063507080078,audio-video,speech,1,1,1,1,21,1.9359629e-08,1.7540725e-18,8.005125e-05,34.62083,0.048448313,1.8950429e-10,65.330635
01-01-01-01-01-01-21.mp4,53,neutral,neutral,65.33063507080078,audio-video,speech,1,1,1,1,21,1.9359629e-08,1.7540725e-18,8.005125e-05,34.62083,0.048448313,1.8950429e-10,65.330635
01-01-01-01-01-01-21.mp4,54,neutral,neutral,65.33063507080078,audio-video,speech,1,1,1,1,21,1.9359629e-08,1.7540725e-18,8.005125e-05,34.62083,0.048448313,1.8950429e-10,65.330635
01-01-01-01-01-01-21.mp4,55,neutral,happy,84.4261474609375,audio-video,speech,1,1,1,1,21,2.2890186e-08,1.0530331e-18,1.0061747e-05,84.42615,0.0062481873,8.0871525e-12,15.567595
01-01-01-01-01-01-21.mp4,56,neutral,happy,84.4261474609375,audio-video,speech,1,1,1,1,21,2.2890186e-08,1.0530331e-18,1.0061747e-05,84.42615,0.0062481873,8.0871525e-12,15.567595
01-01-01-01-01-01-21.mp4,57,neutral,happy,84.4261474609375,audio-video,speech,1,1,1,1,21,2.2890186e-08,1.0530331e-18,1.0061747e-05,84.42615,0.0062481873,8.0871525e-12,15.567595
01-01-01-01-01-01-21.mp4,58,neutral,happy,84.4261474609375,audio-video,speech,1,1,1,1,21,2.2890186e-08,1.0530331e-18,1.0061747e-05,84.42615,0.0062481873,8.0871525e-12,15.567595
01-01-01-01-01-01-21.mp4,59,neutral,happy,84.4261474609375,audio-video,speech,1,1,1,1,21,2.2890186e-08,1.0530331e-18,1.0061747e-05,84.42615,0.0062481873,8.0871525e-12,15.567595
01-01-01-01-01-01-21.mp4,60,neutral,neutral,98.31336975097656,audio-video,speech,1,1,1,1,21,7.750449e-08,1.599696e-14,0.010988115,1.533225,0.14241081,1.8757385e-07,98.31337
01-01-01-01-01-01-21.mp4,61,neutral,neutral,98.31336975097656,audio-video,speech,1,1,1,1,21,7.750449e-08,1.599696e-14,0.010988115,1.533225,0.14241081,1.8757385e-07,98.31337
01-01-01-01-01-01-21.mp4,62,neutral,neutral,98.31336975097656,audio-video,speech,1,1,1,1,21,7.750449e-08,1.599696e-14,0.010988115,1.533225,0.14241081,1.8757385e-07,98.31337
01-01-01-01-01-01-21.mp4,63,neutral,neutral,98.31336975097656,audio-video,speech,1,1,1,1,21,7.750449e-08,1.599696e-14,0.010988115,1.533225,0.14241081,1.8757385e-07,98.31337
01-01-01-01-01-01-21.mp4,64,neutral,neutral,98.31336975097656,audio-video,speech,1,1,1,1,21,7.750449e-08,1.599696e-14,0.010988115,1.533225,0.14241081,1.8757385e-07,98.31337
01-01-01-01-01-01-21.mp4,65,neutral,neutral,79.30014038085938,audio-video,speech,1,1,1,1,21,0.008828221,4.638708e-07,0.00047611352,1.2502549e-05,20.690544,1.3546637e-07,79.30014
01-01-01-01-01-01-21.mp4,66,neutral,neutral,79.30014038085938,audio-video,speech,1,1,1,1,21,0.008828221,4.638708e-07,0.00047611352,1.2502549e-05,20.690544,1.3546637e-07,79.30014
01-01-01-01-01-01-21.mp4,67,neutral,neutral,79.30014038085938,audio-video,speech,1,1,1,1,21,0.008828221,4.638708e-07,0.00047611352,1.2502549e-05,20.690544,1.3546637e-07,79.30014
01-01-01-01-01-01-21.mp4,68,neutral,neutral,79.30014038085938,audio-video,speech,1,1,1,1,21,0.008828221,4.638708e-07,0.00047611352,1.2502549e-05,20.690544,1.3546637e-07,79.30014
01-01-01-01-01-01-21.mp4,69,neutral,neutral,79.30014038085938,audio-video,speech,1,1,1,1,21,0.008828221,4.638708e-07,0.00047611352,1.2502549e-05,20.690544,1.3546637e-07,79.30014
01-01-01-01-01-01-21.mp4,70,neutral,neutral,99.86231231689453,audio-video,speech,1,1,1,1,21,1.2897462e-09,2.9866282e-15,0.0036480434,0.022949029,0.11109109,2.3574828e-10,99.86231
01-01-01-01-01-01-21.mp4,71,neutral,neutral,99.86231231689453,audio-video,speech,1,1,1,1,21,1.2897462e-09,2.9866282e-15,0.0036480434,0.022949029,0.11109109,2.3574828e-10,99.86231
01-01-01-01-01-01-21.mp4,72,neutral,neutral,99.86231231689453,audio-video,speech,1,1,1,1,21,1.2897462e-09,2.9866282e-15,0.0036480434,0.022949029,0.11109109,2.3574828e-10,99.86231
01-01-01-01-01-01-21.mp4,73,neutral,neutral,99.86231231689453,audio-video,speech,1,1,1,1,21,1.2897462e-09,2.9866282e-15,0.0036480434,0.022949029,0.11109109,2.3574828e-10,99.86231
01-01-01-01-01-01-21.mp4,74,neutral,neutral,99.86231231689453,audio-video,speech,1,1,1,1,21,1.2897462e-09,2.9866282e-15,0.0036480434,0.022949029,0.11109109,2.3574828e-10,99.86231
01-01-01-01-01-01-21.mp4,75,neutral,neutral,99.98574829101562,audio-video,speech,1,1,1,1,21,2.638925e-10,1.2817513e-16,0.0055631124,0.0034926566,0.005197338,2.6942197e-09,99.98575
01-01-01-01-01-01-21.mp4,76,neutral,neutral,99.98574829101562,audio-video,speech,1,1,1,1,21,2.638925e-10,1.2817513e-16,0.0055631124,0.0034926566,0.005197338,2.6942197e-09,99.98575
01-01-01-01-01-01-21.mp4,77,neutral,neutral,99.98574829101562,audio-video,speech,1,1,1,1,21,2.638925e-10,1.2817513e-16,0.0055631124,0.0034926566,0.005197338,2.6942197e-09,99.98575
01-01-01-01-01-01-21.mp4,78,neutral,neutral,99.98574829101562,audio-video,speech,1,1,1,1,21,2.638925e-10,1.2817513e-16,0.0055631124,0.0034926566,0.005197338,2.6942197e-09,99.98575
01-01-01-01-01-01-21.mp4,79,neutral,neutral,99.98574829101562,audio-video,speech,1,1,1,1,21,2.638925e-10,1.2817513e-16,0.0055631124,0.0034926566,0.005197338,2.6942197e-09,99.98575
01-01-01-01-01-01-21.mp4,80,neutral,happy,97.86170196533203,audio-video,speech,1,1,1,1,21,1.0476651e-08,1.5513973e-18,4.4084845e-06,97.8617,4.2122836e-05,6.081976e-09,2.1382492
01-01-01-01-01-01-21.mp4,81,neutral,happy,97.86170196533203,audio-video,speech,1,1,1,1,21,1.0476651e-08,1.5513973e-18,4.4084845e-06,97.8617,4.2122836e-05,6.081976e-09,2.1382492
01-01-01-01-01-01-21.mp4,82,neutral,happy,97.86170196533203,audio-video,speech,1,1,1,1,21,1.0476651e-08,1.5513973e-18,4.4084845e-06,97.8617,4.2122836e-05,6.081976e-09,2.1382492
01-01-01-01-01-01-21.mp4,83,neutral,happy,97.86170196533203,audio-video,speech,1,1,1,1,21,1.0476651e-08,1.5513973e-18,4.4084845e-06,97.8617,4.2122836e-05,6.081976e-09,2.1382492
01-01-01-01-01-01-21.mp4,84,neutral,happy,97.86170196533203,audio-video,speech,1,1,1,1,21,1.0476651e-08,1.5513973e-18,4.4084845e-06,97.8617,4.2122836e-05,6.081976e-09,2.1382492
01-01-01-01-01-01-21.mp4,85,neutral,neutral,59.54323959350586,audio-video,speech,1,1,1,1,21,1.0611059e-07,3.6663585e-18,0.0004585031,40.07012,0.38617623,5.072215e-12,59.54324
01-01-01-01-01-01-21.mp4,86,neutral,neutral,59.54323959350586,audio-video,speech,1,1,1,1,21,1.0611059e-07,3.6663585e-18,0.0004585031,40.07012,0.38617623,5.072215e-12,59.54324
01-01-01-01-01-01-21.mp4,87,neutral,neutral,59.54323959350586,audio-video,speech,1,1,1,1,21,1.0611059e-07,3.6663585e-18,0.0004585031,40.07012,0.38617623,5.072215e-12,59.54324
01-01-01-01-01-01-21.mp4,88,neutral,neutral,59.54323959350586,audio-video,speech,1,1,1,1,21,1.0611059e-07,3.6663585e-18,0.0004585031,40.07012,0.38617623,5.072215e-12,59.54324
01-01-01-01-01-01-21.mp4,89,neutral,neutral,59.54323959350586,audio-video,speech,1,1,1,1,21,1.0611059e-07,3.6663585e-18,0.0004585031,40.07012,0.38617623,5.072215e-12,59.54324
01-01-01-01-01-01-21.mp4,90,neutral,neutral,99.33577728271484,audio-video,speech,1,1,1,1,21,0.0027581705,4.0266355e-09,0.00021020198,1.7780427e-05,0.6612344,1.4589837e-07,99.33578
01-01-01-01-01-01-21.mp4,91,neutral,neutral,99.33577728271484,audio-video,speech,1,1,1,1,21,0.0027581705,4.0266355e-09,0.00021020198,1.7780427e-05,0.6612344,1.4589837e-07,99.33578
01-01-01-01-01-01-21.mp4,92,neutral,neutral,99.33577728271484,audio-video,speech,1,1,1,1,21,0.0027581705,4.0266355e-09,0.00021020198,1.7780427e-05,0.6612344,1.4589837e-07,99.33578
01-01-01-01-01-01-21.mp4,93,neutral,neutral,99.33577728271484,audio-video,speech,1,1,1,1,21,0.0027581705,4.0266355e-09,0.00021020198,1.7780427e-05,0.6612344,1.4589837e-07,99.33578
01-01-01-01-01-01-21.mp4,94,neutral,neutral,99.33577728271484,audio-video,speech,1,1,1,1,21,0.0027581705,4.0266355e-09,0.00021020198,1.7780427e-05,0.6612344,1.4589837e-07,99.33578
01-01-01-01-01-01-21.mp4,95,neutral,neutral,97.23638153076172,audio-video,speech,1,1,1,1,21,0.006656217,5.896395e-09,0.001744496,4.2286565e-06,2.7552085,8.1088893e-07,97.23638
01-01-01-01-01-01-21.mp4,96,neutral,neutral,97.23638153076172,audio-video,speech,1,1,1,1,21,0.006656217,5.896395e-09,0.001744496,4.2286565e-06,2.7552085,8.1088893e-07,97.23638
01-01-01-01-01-01-21.mp4,97,neutral,neutral,97.23638153076172,audio-video,speech,1,1,1,1,21,0.006656217,5.896395e-09,0.001744496,4.2286565e-06,2.7552085,8.1088893e-07,97.23638
01-01-01-01-01-01-21.mp4,98,neutral,neutral,97.23638153076172,audio-video,speech,1,1,1,1,21,0.006656217,5.896395e-09,0.001744496,4.2286565e-06,2.7552085,8.1088893e-07,97.23638
01-01-01-01-01-01-21.mp4,99,neutral,neutral,97.23638153076172,audio-video,speech,1,1,1,1,21,0.006656217,5.896395e-09,0.001744496,4.2286565e-06,2.7552085,8.1088893e-07,97.23638
01-01-01-01-01-01-21.mp4,100,neutral,neutral,83.68580627441406,audio-video,speech,1,1,1,1,21,0.038702987,1.7390525e-06,0.0027500908,2.604829e-05,16.272718,1.4536307e-07,83.68581
01-01-01-01-01-01-21.mp4,101,neutral,neutral,83.68580627441406,audio-video,speech,1,1,1,1,21,0.038702987,1.7390525e-06,0.0027500908,2.604829e-05,16.272718,1.4536307e-07,83.68581
01-01-01-01-01-01-21.mp4,102,neutral,neutral,83.68580627441406,audio-video,speech,1,1,1,1,21,0.038702987,1.7390525e-06,0.0027500908,2.604829e-05,16.272718,1.4536307e-07,83.68581
01-01-01-01-01-01-21.mp4,103,neutral,neutral,83.68580627441406,audio-video,speech,1,1,1,1,21,0.038702987,1.7390525e-06,0.0027500908,2.604829e-05,16.272718,1.4536307e-07,83.68581
01-01-01-01-01-01-21.mp4,104,neutral,neutral,83.68580627441406,audio-video,speech,1,1,1,1,21,0.038702987,1.7390525e-06,0.0027500908,2.604829e-05,16.272718,1.4536307e-07,83.68581
01-01-01-01-01-01-21.mp4,105,neutral,neutral,63.40980529785156,audio-video,speech,1,1,1,1,21,0.023292584,5.247307e-08,0.0016500342,1.5698804e-06,36.565254,1.2283454e-07,63.409805
01-01-01-01-01-01-21.mp4,106,neutral,neutral,63.40980529785156,audio-video,speech,1,1,1,1,21,0.023292584,5.247307e-08,0.0016500342,1.5698804e-06,36.565254,1.2283454e-07,63.409805
01-01-01-01-01-01-21.mp4,107,neutral,neutral,63.40980529785156,audio-video,speech,1,1,1,1,21,0.023292584,5.247307e-08,0.0016500342,1.5698804e-06,36.565254,1.2283454e-07,63.409805
01-01-01-01-01-01-21.mp4,108,neutral,neutral,63.40980529785156,audio-video,speech,1,1,1,1,21,0.023292584,5.247307e-08,0.0016500342,1.5698804e-06,36.565254,1.2283454e-07,63.409805
01-01-01-01-01-01-21.mp4,109,neutral,neutral,63.40980529785156,audio-video,speech,1,1,1,1,21,0.023292584,5.247307e-08,0.0016500342,1.5698804e-06,36.565254,1.2283454e-07,63.409805
01-01-01-01-01-01-21.mp4,110,neutral,neutral,88.30842590332031,audio-video,speech,1,1,1,1,21,0.033504847,1.425317e-06,0.0020362234,7.359574e-05,11.65596,4.5667142e-07,88.308426
01-01-01-01-01-01-21.mp4,111,neutral,neutral,88.30842590332031,audio-video,speech,1,1,1,1,21,0.033504847,1.425317e-06,0.0020362234,7.359574e-05,11.65596,4.5667142e-07,88.308426
01-01-01-01-01-01-21.mp4,112,neutral,neutral,88.30842590332031,audio-video,speech,1,1,1,1,21,0.033504847,1.425317e-06,0.0020362234,7.359574e-05,11.65596,4.5667142e-07,88.308426
01-01-01-01-01-01-21.mp4,113,neutral,neutral,88.30842590332031,audio-video,speech,1,1,1,1,21,0.033504847,1.425317e-06,0.0020362234,7.359574e-05,11.65596,4.5667142e-07,88.308426
01-01-01-01-01-01-21.mp4,114,neutral,neutral,88.30842590332031,audio-video,speech,1,1,1,1,21,0.033504847,1.425317e-06,0.0020362234,7.359574e-05,11.65596,4.5667142e-07,88.308426
01-01-02-01-02-02-03.mp4,0,calm,neutral,94.07686614990234,audio-video,speech,2,1,2,2,3,0.43318003,7.362129e-06,0.1024218,0.09179784,5.294865,0.00086412096,94.076866
01-01-02-01-02-02-03.mp4,1,calm,neutral,94.07686614990234,audio-video,speech,2,1,2,2,3,0.43318003,7.362129e-06,0.1024218,0.09179784,5.294865,0.00086412096,94.076866
01-01-02-01-02-02-03.mp4,2,calm,neutral,94.07686614990234,audio-video,speech,2,1,2,2,3,0.43318003,7.362129e-06,0.1024218,0.09179784,5.294865,0.00086412096,94.076866
01-01-02-01-02-02-03.mp4,3,calm,neutral,94.07686614990234,audio-video,speech,2,1,2,2,3,0.43318003,7.362129e-06,0.1024218,0.09179784,5.294865,0.00086412096,94.076866
01-01-02-01-02-02-03.mp4,4,calm,neutral,94.07686614990234,audio-video,speech,2,1,2,2,3,0.43318003,7.362129e-06,0.1024218,0.09179784,5.294865,0.00086412096,94.076866
01-01-02-01-02-02-03.mp4,5,calm,neutral,87.84562683105469,audio-video,speech,2,1,2,2,3,0.8159405,0.00018772575,0.25524804,0.22095245,10.858779,0.003264855,87.84563
01-01-02-01-02-02-03.mp4,6,calm,neutral,87.84562683105469,audio-video,speech,2,1,2,2,3,0.8159405,0.00018772575,0.25524804,0.22095245,10.858779,0.003264855,87.84563
01-01-02-01-02-02-03.mp4,7,calm,neutral,87.84562683105469,audio-video,speech,2,1,2,2,3,0.8159405,0.00018772575,0.25524804,0.22095245,10.858779,0.003264855,87.84563
01-01-02-01-02-02-03.mp4,8,calm,neutral,87.84562683105469,audio-video,speech,2,1,2,2,3,0.8159405,0.00018772575,0.25524804,0.22095245,10.858779,0.003264855,87.84563
01-01-02-01-02-02-03.mp4,9,calm,neutral,87.84562683105469,audio-video,speech,2,1,2,2,3,0.8159405,0.00018772575,0.25524804,0.22095245,10.858779,0.003264855,87.84563
01-01-02-01-02-02-03.mp4,10,calm,neutral,84.4478759765625,audio-video,speech,2,1,2,2,3,1.300285,0.00055971823,0.40799364,0.9112042,12.905833,0.02624393,84.447876
01-01-02-01-02-02-03.mp4,11,calm,neutral,84.4478759765625,audio-video,speech,2,1,2,2,3,1.300285,0.00055971823,0.40799364,0.9112042,12.905833,0.02624393,84.447876
01-01-02-01-02-02-03.mp4,12,calm,neutral,84.4478759765625,audio-video,speech,2,1,2,2,3,1.300285,0.00055971823,0.40799364,0.9112042,12.905833,0.02624393,84.447876
01-01-02-01-02-02-03.mp4,13,calm,neutral,84.4478759765625,audio-video,speech,2,1,2,2,3,1.300285,0.00055971823,0.40799364,0.9112042,12.905833,0.02624393,84.447876
01-01-02-01-02-02-03.mp4,14,calm,neutral,84.4478759765625,audio-video,speech,2,1,2,2,3,1.300285,0.00055971823,0.40799364,0.9112042,12.905833,0.02624393,84.447876
01-01-02-01-02-02-03.mp4,15,calm,neutral,78.19955444335938,audio-video,speech,2,1,2,2,3,1.8023287,0.004907123,0.60860825,0.2653256,19.081518,0.03775658,78.199554
01-01-02-01-02-02-03.mp4,16,calm,neutral,78.19955444335938,audio-video,speech,2,1,2,2,3,1.8023287,0.004907123,0.60860825,0.2653256,19.081518,0.03775658,78.199554
01-01-02-01-02-02-03.mp4,17,calm,neutral,78.19955444335938,audio-video,speech,2,1,2,2,3,1.8023287,0.004907123,0.60860825,0.2653256,19.081518,0.03775658,78.199554
01-01-02-01-02-02-03.mp4,18,calm,neutral,78.19955444335938,audio-video,speech,2,1,2,2,3,1.8023287,0.004907123,0.60860825,0.2653256,19.081518,0.03775658,78.199554
